coaster_name,material_type_x,seating_type,speed,height,length,num_inversions,manufacturer,park_name_x,status,rank,year_ranked,material_type_y,park_name_y,supplier,year_built
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,43,2018,Steel,Busch Gardens Williamsburg,B&M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,48,2017,Steel,Busch Gardens Williamsburg,B&M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,33,2015,Steel,Busch Gardens Williamsburg,B&M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,33,'14,Steel,Busch Gardens Williamsburg,B&M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,33,2013,Steel,Busch Gardens Williamsburg,B & M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,26,2012,Steel,Busch Gardens Williamsburg,B & M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,20,2011,Steel,Busch Gardens Williamsburg,B & M,2007
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,19,2010,Steel,Busch Gardens Williamsburg,B & M,2007
Hagrid’s Magical Creatures Motorbike Adventure,Steel,Sit Down,80.0,,,0.0,Intamin,Universal's Islands of Adventure,status.operating,24,2022,Steel,Universal's Islands of Adventure,Intamin,2019
Hagrid’s Magical Creatures Motorbike Adventure,Steel,Sit Down,80.0,,,0.0,Intamin,Universal's Islands of Adventure,status.operating,33,2021,Steel,Universal's Islands of Adventure,Intamin,2019
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,30,2022,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,40,2021,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,19,2019,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,21,2018,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,29,2017,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,29,2016,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,34,2015,Steel,Liseberg,Mack,2014
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating,30,'14,Steel,Liseberg,Mack,'14
Incredible Hulk,Steel,Sit Down,107.0,33.0,1127.0,7.0,B&M,Universal's Islands of Adventure,status.operating,47,2012,Steel,Universal's Islands of Adventure,B & M,1999
Incredible Hulk,Steel,Sit Down,107.0,33.0,1127.0,7.0,B&M,Universal's Islands of Adventure,status.operating,35,2011,Steel,Universal's Islands of Adventure,B & M,1999
Incredible Hulk,Steel,Sit Down,107.0,33.0,1127.0,7.0,B&M,Universal's Islands of Adventure,status.operating,43,2010,Steel,Universal's Islands of Adventure,B & M,1999
Incredicoaster,Steel,Sit Down,88.0,33.0,1850.0,1.0,Intamin,Disney California Adventure Park,status.operating,49,'14,Steel,Disney California Adventure Park,Intamin,2001
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,27,2022,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,23,2021,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,28,2019,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,22,2018,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,19,2017,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,8,2016,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,7,2015,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,10,'14,Steel,Carowinds,B&M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,8,2013,Steel,Carowinds,B & M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,7,2012,Steel,Carowinds,B & M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,19,2011,Steel,Carowinds,B & M,2010
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating,21,2010,Steel,Carowinds,B & M,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,9,2022,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,13,2021,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,11,2019,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,12,2018,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,13,2017,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,17,2016,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,16,2015,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,13,'14,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,10,2013,Steel,Kings Dominion,Intamin,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,12,2012,Steel,Kings Dominion,IntaRide,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,13,2011,Steel,Kings Dominion,IntaRide,2010
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,11,2010,Steel,Kings Dominion,IntaRide,2010
Iron Gwazi,Hybrid,Sit Down,76.0,65.0,1242.0,0.0,RMC,Busch Gardens Tampa,status.construction,4,2022,Steel,Busch Gardens Tampa,Rocky Mountain Const.,2022
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,14,2022,Steel,Six Flags Fiesta Texas,Rocky Mountain Const.,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,12,2021,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,7,2019,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,7,2018,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,4,2017,Steel,Six Flags Fiesta Texas,RMC,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,21,2016,Steel,Six Flags Fiesta Texas,RMC,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,19,2015,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,12,'14,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,11,2013,Steel,Six Flags Fiesta Texas,Rocky Mountain,2013
Jetline,Steel,Sit Down,90.0,32.0,800.0,0.0,Schwarzkopf,Gröna Lund,status.operating,48,2022,Steel,Gröna Lund,Schwarzkopf,1988
Jetline,Steel,Sit Down,90.0,32.0,800.0,0.0,Schwarzkopf,Gröna Lund,status.operating,46,2021,Steel,Gröna Lund,Schwarzkopf,1988
Jetline,Steel,Sit Down,90.0,32.0,800.0,0.0,Schwarzkopf,Gröna Lund,status.operating,39,2018,Steel,Gröna Lund,Schwarzkopf,1988
Jurassic World VelociCoaster,Steel,Sit Down,70.0,47.24,1432.56,4.0,Intamin,Universal's Islands of Adventure,status.operating,5,2022,Steel,Universal's Islands of Adventure,Intamin,2021
Jurassic World VelociCoaster,Steel,Sit Down,70.0,47.24,1432.56,4.0,Intamin,Universal's Islands of Adventure,status.operating,18,2021,Steel,Universal's Islands of Adventure,Intamin,2021
Katun,Steel,Inverted,104.0,50.0,1200.0,6.0,B&M,Mirabilandia,status.operating,50,2010,Steel,Mirabilandia,B & M,2000
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,49,2015,Steel,Six Flags Great Adventure,Intamin,2005
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,45,'14,Steel,Six Flags Great Adventure,Intamin,2005
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,35,2013,Steel,Six Flags Great Adventure,Intamin,2005
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,38,2012,Steel,Six Flags Great Adventure,Intamin,2005
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,33,2011,Steel,Six Flags Great Adventure,Intamin,2005
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,27,2010,Steel,Six Flags Great Adventure,Intamin,2005
Kraken,Steel,Floorless,105.0,46.0,1273.0,7.0,B&M,SeaWorld Orlando,status.operating,48,2013,Steel,SeaWorld Orlando,B & M,2000
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,40,2019,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,37,2018,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,41,2017,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,42,2016,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,42,2016,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,38,2015,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,36,'14,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,27,2013,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,23,2012,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,31,2011,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,24,2010,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,40,2019,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,37,2018,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,41,2017,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,42,2016,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,42,2016,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,38,2015,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,36,'14,Steel,Busch Gardens Tampa,B&M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,27,2013,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,23,2012,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,31,2011,Steel,Busch Gardens Tampa,B & M,1993
Kumba,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Superland,status.operating,24,2010,Steel,Busch Gardens Tampa,B & M,1993
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,15,2022,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,8,2021,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,8,2021,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,9,2019,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,8,2018,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,6,2017,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,7,2016,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,8,2015,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,6,'14,Steel,Canada's Wonderland,B&M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,15,2013,Steel,Canada's Wonderland,B & M,2012
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating,22,2012,Steel,Canada's Wonderland,B & M,2012
Lightning Rod,Wooden,Sit Down,118.0,50.0,1158.0,0.0,RMC,Dollywood,status.operating,11,2022,Steel,Dollywood,Rocky Mountain Const.,2016
Lightning Rod,Wooden,Sit Down,118.0,50.0,1158.0,0.0,RMC,Dollywood,status.operating,7,2021,Steel,Dollywood,Rocky Mountain,2016
Lightning Run,Steel,Sit Down,90.0,31.0,765.0,0.0,Chance Rides,Kentucky Kingdom,status.operating,41,2017,Steel,Kentucky Kingdom,Chance,2014
Lightning Run,Steel,Sit Down,90.0,31.0,765.0,0.0,Chance Rides,Kentucky Kingdom,status.operating,44,2016,Steel,Kentucky Kingdom,Chance,2014
Lightning Run,Steel,Sit Down,90.0,31.0,765.0,0.0,Chance Rides,Kentucky Kingdom,status.operating,38,2015,Steel,Kentucky Kingdom,Chance,2014
Lightning Run,Steel,Sit Down,90.0,31.0,765.0,0.0,Chance Rides,Kentucky Kingdom,status.operating,25,'14,Steel,Kentucky Kingdom,Chance,'14
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,50,2021,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,47,2019,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,42,2018,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,40,2017,Steel,Liseberg,Schwarz,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,38,2016,Steel,Liseberg,Schwarz,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,35,2015,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,35,'14,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,48,2013,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,33,2012,Steel,Liseberg,Schwarzkopf,1987
Lisebergbanan,Steel,Sit Down,80.0,45.0,1548.0,0.0,Schwarzkopf,Liseberg,status.operating,49,2011,Steel,Liseberg,Schwarzkopf,1987
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,25,2022,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,20,2021,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,18,2019,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,14,2018,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,23,2017,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,15,2016,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,15,2015,Steel,Cedar Point,Arrow,1999
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,13,'14,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,9,2013,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,8,2012,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,10,2011,Steel,Cedar Point,Arrow,1989
Magnum XL-200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,8,2010,Steel,Cedar Point,Arrow,1989
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,16,2022,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,17,2021,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,15,2019,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,17,2018,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,31,2017,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,35,2016,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,16,2022,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,17,2021,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,15,2019,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,17,2018,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,31,2017,Steel,SeaWorld Orlando,B&M,2016
Mako,Steel,Sit Down,,47.0,,0.0,B&M,SeaWorld San Diego,status.announced,35,2016,Steel,SeaWorld Orlando,B&M,2016
Mamba,Steel,Sit Down,120.0,63.0,1700.0,0.0,Morgan,Worlds of Fun,status.operating,50,2011,Steel,Worlds of Fun,Morgan,1998
Mamba,Steel,Sit Down,120.0,63.0,1700.0,0.0,Morgan,Worlds of Fun,status.operating,38,2010,Steel,Worlds of Fun,Morgan,1998
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,43,2015,Steel,SeaWorld Orlando,B&M,2009
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,41,'14,Steel,SeaWorld Orlando,B&M,2009
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,34,2012,Steel,SeaWorld Orlando,B & M,2009
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,45,2011,Steel,SeaWorld Orlando,B & M,2009
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,33,2010,Steel,SeaWorld Orlando,B & M,2009
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating,43,2015,Steel,SeaWorld Orlando,B&M,2009
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating,41,'14,Steel,SeaWorld Orlando,B&M,2009
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating,34,2012,Steel,SeaWorld Orlando,B & M,2009
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating,45,2011,Steel,SeaWorld Orlando,B & M,2009
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating,33,2010,Steel,SeaWorld Orlando,B & M,2009
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,10,2022,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,9,2021,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,13,2019,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,9,2018,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,10,2017,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,12,2016,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,22,2015,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,28,'14,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,22,2013,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,21,2012,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,21,2011,Steel,Cedar Point,Intamin,2007
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,21,2010,Steel,Cedar Point,Intamin,2007
Medusa Steel Coaster,Hybrid,Sit Down,93.0,36.0,910.0,3.0,RMC,Six Flags Mexico,status.operating,37,2017,Steel,Six Flags Mexico,RMC,2014
Medusa Steel Coaster,Hybrid,Sit Down,93.0,36.0,910.0,3.0,RMC,Six Flags Mexico,status.operating,40,2016,Steel,Six Flags Mexico,RMC,2014
Medusa Steel Coaster,Hybrid,Sit Down,93.0,36.0,910.0,3.0,RMC,Six Flags Mexico,status.operating,49,2015,Steel,Six Flags Mexico,Rocky Mountain,2014
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,3,2022,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,2,2021,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,2,2019,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,2,2018,Steel,Cedar Point,Intamin,2000
