coaster_name,material_type_x,seating_type,speed,height,length,num_inversions,manufacturer,park_name_x,status,rank,year_ranked,material_type_y,park_name_y,supplier,year_built
Goliath,Wooden,Sit Down,115.0,55.0,950.0,2.0,RMC,Six Flags Great America,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Wooden,Sit Down,115.0,55.0,950.0,2.0,RMC,Six Flags Great America,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,106.0,47.0,1214.0,0.0,Intamin,Walabi Holland,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,5,2010,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,29,2010,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,30,2010,Steel,La Ronde,B & M,2006
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating,41,2010,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2022,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,28,2021,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,30,2019,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,49,2019,Steel,Six Flags Magic Mountain,B&M,2000
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,26,2018,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2018,Steel,La Ronde,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,14,2017,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2017,Steel,La Ronde,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,20,2016,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,31,2016,Steel,La Ronde,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,12,2015,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,36,2015,Steel,La Ronde,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,9,'14,Steel,Six Flags Over Georgia,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,26,'14,Steel,La Ronde,B&M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,43,'14,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,7,2013,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,23,2013,Steel,La Ronde,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2013,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,9,2012,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,25,2012,Steel,La Ronde,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,41,2012,Steel,Six Flags Magic Mountain,Giovanola,2000
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,48,2012,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,4,2011,Steel,Six Flags Over Georgia,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,23,2011,Steel,La Ronde,B & M,2006
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,36,2011,Steel,Walabi Holland,Intamin,2002
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,40,2011,Steel,Six Flags Magic Mountain,Giovanola,2000
